id,descripcion,dominio,region,hub,nodo,trigger,b,r2,r_pearson,p,se_b,ci_lo,ci_hi,dw,n,year_min,year_max,significativo,rho_ar1,n_eff,se_infl,estimable,p_ar1,sig_ar1,sig_ar1_solo_gl,corregible
B054,Austria→Portugal 1900-2018,B,Europa_Occidental,Austria,Portugal,gradual,-0.1403,0.4199,-0.648,0.0,0.0152,-0.1701,-0.1104,0.405,119,1900,2018,True,0.7975,13.41,2.979,True,0.00974283865554026,True,True,True
B055,Ireland→Austria 1913-2018,B,Europa_Occidental,Ireland,Austria,gradual,0.0275,0.0083,0.0913,0.3688,0.0305,-0.0322,0.0873,0.14,99,1913,2018,False,0.93,3.59,5.251,True,0.8829459919076642,False,False,True
B056,Luxembourg→Austria 1950-2018,B,Europa_Occidental,Luxembourg,Austria,gradual,-0.1147,0.5575,-0.7467,0.0,0.0125,-0.1392,-0.0902,0.12,69,1950,2018,True,0.94,2.13,5.686,False,,False,False,True
B057,Spain→Italy 1900-2018,B,Europa_Occidental,Spain,Italy,gradual,-0.0162,0.0085,-0.0924,0.3175,0.0161,-0.0477,0.0154,0.145,119,1900,2018,False,0.9275,4.48,5.156,True,0.8601580180277792,False,False,True
B058,Italy→Portugal 1900-2018,B,Europa_Occidental,Italy,Portugal,gradual,-0.0694,0.184,-0.4289,0.0,0.0135,-0.096,-0.0429,0.186,119,1900,2018,True,0.907,5.8,4.528,True,0.32270760987590413,False,True,True
B059,Ireland→Italy 1913-2018,B,Europa_Occidental,Ireland,Italy,gradual,0.0005,0.0,0.0016,0.9871,0.0334,-0.0649,0.0659,0.038,99,1913,2018,False,0.981,0.95,10.211,False,,False,False,True
B060,Luxembourg→Italy 1950-2018,B,Europa_Occidental,Luxembourg,Italy,gradual,-0.0855,0.2922,-0.5406,0.0,0.0163,-0.1174,-0.0537,0.061,69,1950,2018,True,0.9695,1.07,8.036,False,,False,False,True
B061,Spain→Portugal 1900-2018,B,Europa_Occidental,Spain,Portugal,gradual,-0.0856,0.3356,-0.5793,0.0,0.0111,-0.1074,-0.0638,0.216,119,1900,2018,True,0.892,6.79,4.186,True,0.1272663064827012,False,True,True
B062,Ireland→Spain 1913-2018,B,Europa_Occidental,Ireland,Spain,gradual,0.0056,0.0006,0.0253,0.804,0.0226,-0.0387,0.05,0.07,99,1913,2018,False,0.965,1.76,7.493,False,,False,False,True
B063,Luxembourg→Spain 1950-2018,B,Europa_Occidental,Luxembourg,Spain,gradual,-0.2223,0.8756,-0.9358,0.0,0.0102,-0.2424,-0.2023,0.212,69,1950,2018,True,0.894,3.86,4.227,True,0.04127725395839799,True,True,True
B064,Ireland→Portugal 1913-2018,B,Europa_Occidental,Ireland,Portugal,gradual,-0.0774,0.0882,-0.2969,0.0028,0.0253,-0.127,-0.0279,0.048,99,1913,2018,True,0.976,1.2,9.074,False,,False,False,True
B065,Luxembourg→Portugal 1950-2018,B,Europa_Occidental,Luxembourg,Portugal,gradual,-0.1991,0.7793,-0.8828,0.0,0.0129,-0.2245,-0.1737,0.138,69,1950,2018,True,0.931,2.47,5.29,False,,False,False,True
B066,Luxembourg→Ireland 1950-2018,B,Europa_Occidental,Luxembourg,Ireland,gradual,-0.2421,0.5317,-0.7292,0.0,0.0278,-0.2965,-0.1877,0.045,69,1950,2018,True,0.9775,0.79,9.375,False,,False,False,True
B067,Norway→Sweden 1900-2018,B,Europa_Nordica,Norway,Sweden,gradual,0.1347,0.1932,0.4396,0.0,0.0254,0.0848,0.1845,0.021,119,1900,2018,True,0.9895,0.63,13.765,False,,False,False,True
B068,Denmark→Sweden 1900-2018,B,Europa_Nordica,Denmark,Sweden,gradual,-0.1121,0.6459,-0.8037,0.0,0.0077,-0.1272,-0.0971,0.192,119,1900,2018,True,0.904,6.0,4.453,True,0.030817723503391518,True,True,True
B069,Finland→Sweden 1900-2018,B,Europa_Nordica,Finland,Sweden,gradual,0.0767,0.2321,0.4818,0.0,0.0129,0.0514,0.1019,0.093,119,1900,2018,True,0.9535,2.83,6.482,False,,False,False,True
B070,Iceland→Sweden 1950-2018,B,Europa_Nordica,Iceland,Sweden,gradual,0.0834,0.457,0.6761,0.0,0.0111,0.0616,0.1051,0.251,69,1950,2018,True,0.8745,4.62,3.865,True,0.16031450236268416,False,True,True
B071,Norway→Denmark 1900-2018,B,Europa_Nordica,Norway,Denmark,gradual,0.2468,0.4972,0.7051,0.0,0.0229,0.2018,0.2918,0.044,119,1900,2018,True,0.978,1.32,9.482,False,,False,False,True
B072,Norway→Finland 1900-2018,B,Europa_Nordica,Norway,Finland,gradual,0.058,0.0686,0.2619,0.004,0.0198,0.0193,0.0967,0.051,119,1900,2018,True,0.9745,1.54,8.8,False,,False,False,True
B073,Iceland→Norway 1950-2018,B,Europa_Nordica,Iceland,Norway,gradual,-0.1949,0.3756,-0.6128,0.0,0.0307,-0.255,-0.1347,0.04,69,1950,2018,True,0.98,0.7,9.95,False,,False,False,True
B074,Denmark→Finland 1900-2018,B,Europa_Nordica,Denmark,Finland,gradual,-0.1888,0.6525,-0.8078,0.0,0.0127,-0.2138,-0.1638,0.132,119,1900,2018,True,0.934,4.06,5.413,True,0.1074042396028462,False,True,True
B075,Iceland→Denmark 1950-2018,B,Europa_Nordica,Iceland,Denmark,gradual,0.0556,0.2931,0.5414,0.0,0.0106,0.0349,0.0763,0.295,69,1950,2018,True,0.8525,5.49,3.544,True,0.2228563174970799,False,True,True
B076,Iceland→Finland 1950-2018,B,Europa_Nordica,Iceland,Finland,gradual,-0.0412,0.281,-0.5301,0.0,0.008,-0.057,-0.0254,0.462,69,1950,2018,True,0.769,9.01,2.767,True,0.10499397355258293,False,True,True
B077,Czechia→Poland 1970-2018,B,Europa_Este,Czechia,Poland,gradual,0.0201,0.026,0.1612,0.2684,0.018,-0.0151,0.0553,0.086,49,1970,2018,False,0.957,1.08,6.746,False,,False,False,True
B078,Hungary→Poland 1900-2018,B,Europa_Este,Hungary,Poland,gradual,-0.0428,0.1208,-0.3476,0.0011,0.0127,-0.0676,-0.0179,0.385,85,1900,2018,True,0.8075,9.05,3.064,True,0.30753470724528986,False,True,True
B079,Romania→Poland 1900-2018,B,Europa_Este,Romania,Poland,gradual,0.4294,0.7494,0.8657,0.0,0.0273,0.376,0.4829,0.33,85,1900,2018,True,0.835,7.64,3.335,True,0.0038426775160388823,True,True,True
B080,Bulgaria→Poland 1910-2018,B,Europa_Este,Bulgaria,Poland,gradual,0.0645,0.0884,0.2973,0.0063,0.023,0.0194,0.1096,0.104,83,1910,2018,True,0.948,2.22,6.121,False,,False,False,True
B081,Russia→Poland 1960-2018,B,Europa_Este,Russia,Poland,gradual,-0.0597,0.0936,-0.306,0.0184,0.0246,-0.108,-0.0115,0.105,59,1960,2018,True,0.9475,1.59,6.091,False,,False,False,True
B082,Ukraine→Poland 1973-2018,B,Europa_Este,Ukraine,Poland,gradual,-0.3648,0.5836,-0.7639,0.0,0.05,-0.4628,-0.2668,0.15,40,1973,2018,True,0.925,1.56,5.066,False,,False,False,True
B083,Slovakia→Poland 1985-2018,B,Europa_Este,Slovakia,Poland,gradual,-0.1119,0.6999,-0.8366,0.0,0.013,-0.1373,-0.0865,0.445,34,1985,2018,True,0.7775,4.26,2.826,True,0.08010591635506774,False,True,True
B084,Croatia→Poland 1952-2018,B,Europa_Este,Croatia,Poland,gradual,0.0815,0.109,0.3302,0.0064,0.0289,0.0249,0.1381,0.055,67,1952,2018,True,0.9725,0.93,8.469,False,,False,False,True
B085,Serbia→Poland 1952-2018,B,Europa_Este,Serbia,Poland,gradual,-0.0155,0.0019,-0.0439,0.7241,0.0438,-0.1013,0.0703,0.081,67,1952,2018,False,0.9595,1.38,6.956,False,,False,False,True
B086,Slovenia→Poland 1952-2018,B,Europa_Este,Slovenia,Poland,gradual,0.0938,0.1073,0.3275,0.0068,0.0336,0.028,0.1597,0.028,67,1952,2018,True,0.986,0.47,11.91,False,,False,False,True
B087,Czechia→Hungary 1970-2018,B,Europa_Este,Czechia,Hungary,gradual,0.0455,0.3504,0.592,0.0,0.009,0.0278,0.0631,0.214,49,1970,2018,True,0.893,2.77,4.206,False,,False,False,True
B088,Czechia→Romania 1970-2018,B,Europa_Este,Czechia,Romania,gradual,-0.1326,0.3913,-0.6255,0.0,0.0241,-0.1799,-0.0853,0.083,49,1970,2018,True,0.9585,1.04,6.87,False,,False,False,True
B089,Czechia→Bulgaria 1970-2018,B,Europa_Este,Czechia,Bulgaria,gradual,0.1785,0.6742,0.8211,0.0,0.0181,0.143,0.2139,0.143,49,1970,2018,True,0.9285,1.82,5.193,False,,False,False,True
B090,Czechia→Russia 1970-2018,B,Europa_Este,Czechia,Russia,gradual,0.1287,0.3478,0.5898,0.0,0.0257,0.0783,0.1791,0.099,49,1970,2018,True,0.9505,1.24,6.277,False,,False,False,True
B091,Czechia→Ukraine 1973-2018,B,Europa_Este,Czechia,Ukraine,gradual,0.3258,0.6385,0.7991,0.0,0.0398,0.2478,0.4037,0.15,40,1973,2018,True,0.925,1.56,5.066,False,,False,False,True
B092,Czechia→Slovakia 1985-2018,B,Europa_Este,Czechia,Slovakia,gradual,0.0225,0.1615,0.4019,0.0185,0.0091,0.0047,0.0403,0.364,34,1985,2018,True,0.818,3.4,3.161,True,0.5442542227283047,False,False,True
B093,Czechia→Croatia 1970-2018,B,Europa_Este,Czechia,Croatia,gradual,0.143,0.4885,0.6989,0.0,0.0213,0.1011,0.1848,0.107,49,1970,2018,True,0.9465,1.35,6.032,False,,False,False,True
B094,Czechia→Serbia 1970-2018,B,Europa_Este,Czechia,Serbia,gradual,0.2658,0.4766,0.6904,0.0,0.0406,0.1862,0.3455,0.133,49,1970,2018,True,0.9335,1.69,5.392,False,,False,False,True
B095,Slovenia→Czechia 1970-2018,B,Europa_Este,Slovenia,Czechia,gradual,-0.1645,0.5355,-0.7318,0.0,0.0224,-0.2083,-0.1207,0.082,49,1970,2018,True,0.959,1.03,6.912,False,,False,False,True
B096,Hungary→Romania 1900-2018,B,Europa_Este,Hungary,Romania,gradual,-0.4798,0.6402,-0.8001,0.0,0.0371,-0.5525,-0.4071,0.145,96,1900,2018,True,0.9275,3.61,5.156,True,0.15826744249413321,False,True,True
B097,Hungary→Bulgaria 1910-2018,B,Europa_Este,Hungary,Bulgaria,gradual,-0.1383,0.3808,-0.6171,0.0,0.0186,-0.1747,-0.1018,0.096,92,1910,2018,True,0.952,2.26,6.377,False,,False,False,True
B098,Russia→Hungary 1960-2018,B,Europa_Este,Russia,Hungary,gradual,-0.0178,0.0127,-0.1125,0.3964,0.0208,-0.0585,0.023,0.103,59,1960,2018,False,0.9485,1.56,6.151,False,,False,False,True
B099,Hungary→Ukraine 1973-2018,B,Europa_Este,Hungary,Ukraine,gradual,0.3036,0.6025,0.7762,0.0,0.04,0.2252,0.382,0.148,40,1973,2018,True,0.926,1.54,5.102,False,,False,False,True
B100,Slovakia→Hungary 1985-2018,B,Europa_Este,Slovakia,Hungary,gradual,-0.0331,0.2277,-0.4772,0.0043,0.0108,-0.0542,-0.012,0.362,34,1985,2018,True,0.819,3.38,3.17,True,0.47199811957081483,False,False,True
B101,Croatia→Hungary 1952-2018,B,Europa_Este,Croatia,Hungary,gradual,0.1026,0.2502,0.5002,0.0,0.022,0.0594,0.1457,0.05,67,1952,2018,True,0.975,0.85,8.888,False,,False,False,True
B102,Hungary→Serbia 1952-2018,B,Europa_Este,Hungary,Serbia,gradual,-0.0056,0.0003,-0.0181,0.8842,0.0381,-0.0803,0.0692,0.085,67,1952,2018,False,0.9575,1.45,6.787,False,,False,False,True
B103,Slovenia→Hungary 1952-2018,B,Europa_Este,Slovenia,Hungary,gradual,0.1149,0.2205,0.4696,0.0001,0.0268,0.0624,0.1675,0.028,67,1952,2018,True,0.986,0.47,11.91,False,,False,False,True
B104,Bulgaria→Romania 1905-2018,B,Europa_Este,Bulgaria,Romania,gradual,-0.3366,0.4612,-0.6791,0.0,0.0371,-0.4093,-0.2638,0.164,98,1905,2018,True,0.918,4.19,4.836,True,0.19036462830637577,False,True,True
B105,Russia→Romania 1960-2018,B,Europa_Este,Russia,Romania,gradual,-0.3336,0.8196,-0.9053,0.0,0.0207,-0.3742,-0.2929,0.191,59,1960,2018,True,0.9045,2.96,4.466,False,,False,False,True
B106,Ukraine→Romania 1973-2018,B,Europa_Este,Ukraine,Romania,gradual,-0.4408,0.7065,-0.8406,0.0,0.0461,-0.5311,-0.3504,0.144,40,1973,2018,True,0.928,1.49,5.175,False,,False,False,True
B107,Slovakia→Romania 1985-2018,B,Europa_Este,Slovakia,Romania,gradual,-0.1618,0.5031,-0.7093,0.0,0.0284,-0.2176,-0.1061,0.144,34,1985,2018,True,0.928,1.27,5.175,False,,False,False,True
B108,Croatia→Romania 1952-2018,B,Europa_Este,Croatia,Romania,gradual,-0.2735,0.5355,-0.7318,0.0,0.0316,-0.3354,-0.2116,0.066,67,1952,2018,True,0.967,1.12,7.72,False,,False,False,True
B109,Serbia→Romania 1952-2018,B,Europa_Este,Serbia,Romania,gradual,-0.3705,0.5172,-0.7192,0.0,0.0444,-0.4575,-0.2835,0.079,67,1952,2018,True,0.9605,1.35,7.045,False,,False,False,True
B110,Slovenia→Romania 1952-2018,B,Europa_Este,Slovenia,Romania,gradual,-0.2611,0.4315,-0.6569,0.0,0.0372,-0.334,-0.1882,0.055,67,1952,2018,True,0.9725,0.93,8.469,False,,False,False,True
B111,Russia→Bulgaria 1960-2018,B,Europa_Este,Russia,Bulgaria,gradual,0.0552,0.2385,0.4884,0.0001,0.0131,0.0296,0.0808,0.258,59,1960,2018,True,0.871,4.07,3.808,True,0.3805726226180445,False,True,True
B112,Ukraine→Bulgaria 1973-2018,B,Europa_Este,Ukraine,Bulgaria,gradual,-0.1682,0.4523,-0.6725,0.0,0.03,-0.2271,-0.1094,0.2,40,1973,2018,True,0.9,2.11,4.359,False,,False,False,True
B113,Slovakia→Bulgaria 1985-2018,B,Europa_Este,Slovakia,Bulgaria,gradual,0.0858,0.5318,0.7292,0.0,0.0142,0.0579,0.1137,0.318,34,1985,2018,True,0.841,2.94,3.403,False,,False,False,True
B114,Croatia→Bulgaria 1952-2018,B,Europa_Este,Croatia,Bulgaria,gradual,0.1153,0.5594,0.7479,0.0,0.0127,0.0904,0.1401,0.252,67,1952,2018,True,0.874,4.5,3.857,True,0.11707048848684937,False,True,True
B115,Serbia→Bulgaria 1952-2018,B,Europa_Este,Serbia,Bulgaria,gradual,0.0183,0.0108,0.1038,0.4033,0.0217,-0.0243,0.0609,0.219,67,1952,2018,False,0.8905,3.88,4.155,True,0.858986782766779,False,False,True
B116,Slovenia→Bulgaria 1952-2018,B,Europa_Este,Slovenia,Bulgaria,gradual,0.1276,0.45,0.6708,0.0,0.0175,0.0933,0.162,0.108,67,1952,2018,True,0.946,1.86,6.003,False,,False,False,True
B117,Russia→Ukraine 1973-2018,B,Europa_Este,Russia,Ukraine,gradual,0.2199,0.6305,0.7941,0.0,0.0273,0.1663,0.2734,0.121,40,1973,2018,True,0.9395,1.25,5.662,False,,False,False,True
B118,Slovakia→Russia 1985-2018,B,Europa_Este,Slovakia,Russia,gradual,0.0288,0.0249,0.1579,0.3726,0.0319,-0.0336,0.0913,0.153,34,1985,2018,False,0.9235,1.35,5.014,False,,False,False,True
B119,Russia→Croatia 1960-2018,B,Europa_Este,Russia,Croatia,gradual,-0.0257,0.0269,-0.1639,0.2147,0.0205,-0.0658,0.0144,0.146,59,1960,2018,False,0.927,2.24,5.138,False,,False,False,True
B120,Russia→Serbia 1960-2018,B,Europa_Este,Russia,Serbia,gradual,0.0924,0.2019,0.4494,0.0004,0.0243,0.0447,0.1401,0.188,59,1960,2018,True,0.906,2.91,4.503,False,,False,False,True
B121,Slovenia→Russia 1960-2018,B,Europa_Este,Slovenia,Russia,gradual,0.0239,0.0121,0.1102,0.4059,0.0285,-0.032,0.0797,0.068,59,1960,2018,False,0.966,1.02,7.604,False,,False,False,True
B122,Slovakia→Ukraine 1985-2018,B,Europa_Este,Slovakia,Ukraine,gradual,0.2701,0.5899,0.768,0.0,0.0398,0.1921,0.3481,0.22,34,1985,2018,True,0.89,1.98,4.145,False,,False,False,True
B123,Croatia→Ukraine 1973-2018,B,Europa_Este,Croatia,Ukraine,gradual,0.1611,0.3526,0.5938,0.0001,0.0354,0.0917,0.2305,0.207,40,1973,2018,True,0.8965,2.18,4.281,False,,False,False,True
B124,Ukraine→Serbia 1973-2018,B,Europa_Este,Ukraine,Serbia,gradual,-0.0359,0.0411,-0.2026,0.2099,0.0282,-0.0911,0.0193,0.432,40,1973,2018,False,0.784,4.84,2.874,True,0.6893093809157439,False,False,True
B125,Slovenia→Ukraine 1973-2018,B,Europa_Este,Slovenia,Ukraine,gradual,0.1311,0.2166,0.4654,0.0025,0.0404,0.0518,0.2104,0.151,40,1973,2018,True,0.9245,1.57,5.049,False,,False,False,True
B126,Slovakia→Croatia 1985-2018,B,Europa_Este,Slovakia,Croatia,gradual,0.1029,0.6189,0.7867,0.0,0.0143,0.075,0.1309,0.214,34,1985,2018,True,0.893,1.92,4.206,False,,False,False,True
B127,Slovakia→Serbia 1985-2018,B,Europa_Este,Slovakia,Serbia,gradual,0.2054,0.5327,0.7298,0.0,0.034,0.1388,0.2721,0.312,34,1985,2018,True,0.844,2.88,3.438,False,,False,False,True
B128,Slovenia→Slovakia 1985-2018,B,Europa_Este,Slovenia,Slovakia,gradual,-0.1454,0.6569,-0.8105,0.0,0.0186,-0.1818,-0.109,0.119,34,1985,2018,True,0.9405,1.04,5.711,False,,False,False,True
B129,Croatia→Serbia 1952-2018,B,Europa_Este,Croatia,Serbia,gradual,0.097,0.2479,0.4979,0.0,0.021,0.0559,0.138,0.177,67,1952,2018,True,0.9115,3.1,4.647,True,0.48941866317654936,False,False,True
B130,Slovenia→Croatia 1952-2018,B,Europa_Este,Slovenia,Croatia,gradual,0.0124,0.0215,0.1468,0.236,0.0104,-0.0079,0.0327,0.188,67,1952,2018,False,0.906,3.3,4.503,True,0.8268728292869462,False,False,True
B131,Slovenia→Serbia 1952-2018,B,Europa_Este,Slovenia,Serbia,gradual,0.1094,0.2147,0.4633,0.0001,0.0259,0.0585,0.1602,0.192,67,1952,2018,True,0.904,3.38,4.453,True,0.4791196238989306,False,False,True
B132,Greece→Italy 1900-2018,B,Europa_Sur,Greece,Italy,gradual,0.0004,0.0,0.0025,0.9783,0.0161,-0.0311,0.032,0.4,119,1900,2018,False,0.8,13.22,3.0,True,0.9935377266730298,False,False,True
B133,Turkey→Italy 1913-2018,B,Europa_Sur,Turkey,Italy,gradual,0.073,0.102,0.3194,0.0013,0.0221,0.0297,0.1163,0.176,98,1913,2018,True,0.912,4.51,4.661,True,0.5386225281314532,False,False,True
B134,Cyprus→Italy 1950-2018,B,Europa_Sur,Cyprus,Italy,gradual,0.1828,0.4004,0.6328,0.0,0.0273,0.1293,0.2364,0.108,69,1950,2018,True,0.946,1.91,6.003,False,,False,False,True
B135,Malta→Italy 1950-2018,B,Europa_Sur,Malta,Italy,gradual,0.391,0.6105,0.7813,0.0,0.0382,0.3162,0.4658,0.055,69,1950,2018,True,0.9725,0.96,8.469,False,,False,False,True
B136,Greece→Spain 1900-2018,B,Europa_Sur,Greece,Spain,gradual,0.0166,0.006,0.0774,0.4027,0.0198,-0.0221,0.0553,0.363,119,1900,2018,False,0.8185,11.88,3.165,True,0.7965586814698826,False,False,True
B137,Spain→Turkey 1913-2018,B,Europa_Sur,Spain,Turkey,gradual,-0.0684,0.0999,-0.3161,0.0015,0.0209,-0.1094,-0.0273,0.274,98,1913,2018,True,0.863,7.21,3.688,True,0.4139269671140879,False,True,True
B138,Cyprus→Spain 1950-2018,B,Europa_Sur,Cyprus,Spain,gradual,0.046,0.0906,0.301,0.012,0.0178,0.0111,0.081,0.244,69,1950,2018,True,0.878,4.48,3.923,True,0.5659910872096625,False,False,True
B139,Malta→Spain 1950-2018,B,Europa_Sur,Malta,Spain,gradual,0.2542,0.5556,0.7454,0.0,0.0278,0.1998,0.3087,0.076,69,1950,2018,True,0.962,1.34,7.186,False,,False,False,True
B140,Greece→Portugal 1900-2018,B,Europa_Sur,Greece,Portugal,gradual,-0.069,0.0992,-0.3149,0.0005,0.0192,-0.1067,-0.0313,0.33,119,1900,2018,True,0.835,10.7,3.335,True,0.3101669872270214,False,True,True
B141,Turkey→Portugal 1913-2018,B,Europa_Sur,Turkey,Portugal,gradual,-0.0126,0.0051,-0.0711,0.4864,0.0181,-0.048,0.0228,0.314,98,1913,2018,False,0.843,8.35,3.426,True,0.8453520400220409,False,False,True
B142,Cyprus→Portugal 1950-2018,B,Europa_Sur,Cyprus,Portugal,gradual,0.0693,0.1566,0.3958,0.0008,0.0196,0.0308,0.1078,0.156,69,1950,2018,True,0.922,2.8,4.964,False,,False,False,True
B143,Malta→Portugal 1950-2018,B,Europa_Sur,Malta,Portugal,gradual,0.2775,0.5796,0.7613,0.0,0.0289,0.2209,0.3341,0.066,69,1950,2018,True,0.967,1.16,7.72,False,,False,False,True
B144,Greece→Turkey 1913-2018,B,Europa_Sur,Greece,Turkey,gradual,-0.0854,0.1037,-0.322,0.0012,0.0256,-0.1355,-0.0352,0.231,98,1913,2018,True,0.8845,6.01,4.039,True,0.45522033894109803,False,True,True
B145,Cyprus→Greece 1950-2018,B,Europa_Sur,Cyprus,Greece,gradual,0.09,0.1331,0.3648,0.0021,0.0281,0.035,0.1451,0.097,69,1950,2018,True,0.9515,1.71,6.343,False,,False,False,True
B146,Malta→Greece 1950-2018,B,Europa_Sur,Malta,Greece,gradual,0.2982,0.4791,0.6922,0.0,0.038,0.2238,0.3727,0.047,69,1950,2018,True,0.9765,0.82,9.171,False,,False,False,True
B147,Cyprus→Turkey 1950-2018,B,Europa_Sur,Cyprus,Turkey,gradual,0.109,0.3279,0.5726,0.0,0.0191,0.0716,0.1463,0.316,69,1950,2018,True,0.842,5.92,3.414,True,0.17144569064962883,False,True,True
B148,Malta→Turkey 1950-2018,B,Europa_Sur,Malta,Turkey,gradual,0.3172,0.7074,0.8411,0.0,0.0249,0.2683,0.366,0.129,69,1950,2018,True,0.9355,2.3,5.478,False,,False,False,True
B149,Cyprus→Malta 1950-2018,B,Europa_Sur,Cyprus,Malta,gradual,-0.2082,0.5771,-0.7597,0.0,0.0218,-0.2509,-0.1655,0.214,69,1950,2018,True,0.893,3.9,4.206,True,0.15778882058309288,False,True,True
B150,Canada→United States 1900-2018,B,Norteamerica,Canada,United States,gradual,0.1064,0.6824,0.826,0.0,0.0067,0.0933,0.1196,0.324,119,1900,2018,True,0.838,10.49,3.368,True,0.0012871150790848731,True,True,True
B151,United States→Mexico 1900-2018,B,Norteamerica,United States,Mexico,gradual,-0.0933,0.3686,-0.6071,0.0,0.0113,-0.1154,-0.0712,0.184,119,1900,2018,True,0.908,5.74,4.554,True,0.14904114252333944,False,True,True
B152,Canada→Mexico 1900-2018,B,Norteamerica,Canada,Mexico,gradual,0.0132,0.0123,0.1107,0.2305,0.0109,-0.0082,0.0346,0.273,119,1900,2018,False,0.8635,8.72,3.695,True,0.7530755526237594,False,False,True
B153,Guatemala→Mexico 1920-2018,B,Centroamerica,Guatemala,Mexico,gradual,-0.2729,0.4862,-0.6973,0.0,0.0285,-0.3287,-0.2171,0.09,99,1920,2018,True,0.955,2.28,6.591,False,,False,False,True
B154,Mexico→Honduras 1920-2018,B,Centroamerica,Mexico,Honduras,gradual,0.3827,0.7596,0.8716,0.0,0.0219,0.3399,0.4256,0.117,99,1920,2018,True,0.9415,2.98,5.761,False,,False,False,True
B155,Costa Rica→Mexico 1920-2018,B,Centroamerica,Costa Rica,Mexico,gradual,-0.1045,0.4903,-0.7002,0.0,0.0108,-0.1257,-0.0833,0.395,99,1920,2018,True,0.8025,10.85,3.021,True,0.011019810613563396,True,True,True
B156,Panama→Mexico 1906-2018,B,Centroamerica,Panama,Mexico,gradual,-0.1223,0.2534,-0.5034,0.0,0.0199,-0.1614,-0.0832,0.08,113,1906,2018,True,0.96,2.31,7.0,False,,False,False,True
B157,Cuba→Mexico 1902-2018,B,Centroamerica,Cuba,Mexico,gradual,-0.3085,0.5813,-0.7624,0.0,0.0244,-0.3564,-0.2607,0.091,117,1902,2018,True,0.9545,2.72,6.554,False,,False,False,True
B158,El Salvador→Mexico 1920-2018,B,Centroamerica,El Salvador,Mexico,gradual,-0.1363,0.3242,-0.5694,0.0,0.02,-0.1755,-0.0972,0.133,99,1920,2018,True,0.9335,3.4,5.392,True,0.37641929969240295,False,True,True
B159,Nicaragua→Mexico 1920-2018,B,Centroamerica,Nicaragua,Mexico,gradual,-0.4135,0.5083,-0.7129,0.0,0.0413,-0.4944,-0.3325,0.063,99,1920,2018,True,0.9685,1.58,7.905,False,,False,False,True
B160,Dominican Republic→Mexico 1950-2018,B,Centroamerica,Dominican Republic,Mexico,gradual,0.1205,0.1682,0.4101,0.0005,0.0327,0.0563,0.1846,0.048,69,1950,2018,True,0.976,0.84,9.074,False,,False,False,True
B161,Guatemala→Honduras 1920-2018,B,Centroamerica,Guatemala,Honduras,gradual,0.1098,0.2701,0.5197,0.0,0.0183,0.0739,0.1458,0.213,99,1920,2018,True,0.8935,5.57,4.217,True,0.23597844600899678,False,True,True
B162,Costa Rica→Guatemala 1920-2018,B,Centroamerica,Costa Rica,Guatemala,gradual,0.1684,0.3547,0.5955,0.0,0.0231,0.1232,0.2136,0.168,99,1920,2018,True,0.916,4.34,4.776,True,0.24861820807329274,False,True,True
B163,Panama→Guatemala 1920-2018,B,Centroamerica,Panama,Guatemala,gradual,0.2214,0.2874,0.5361,0.0,0.0354,0.152,0.2908,0.074,99,1920,2018,True,0.963,1.87,7.284,False,,False,False,True
B164,Guatemala→Cuba 1920-2018,B,Centroamerica,Guatemala,Cuba,gradual,0.0322,0.0183,0.1355,0.1813,0.0239,-0.0147,0.0791,0.145,99,1920,2018,False,0.9275,3.72,5.156,True,0.8217071808941486,False,False,True
B165,Guatemala→El Salvador 1920-2018,B,Centroamerica,Guatemala,El Salvador,gradual,-0.1366,0.2485,-0.4985,0.0,0.0241,-0.1838,-0.0893,0.168,99,1920,2018,True,0.916,4.34,4.776,True,0.34175827166503364,False,True,True
B166,Guatemala→Nicaragua 1920-2018,B,Centroamerica,Guatemala,Nicaragua,gradual,0.1406,0.1857,0.4309,0.0,0.0299,0.082,0.1992,0.16,99,1920,2018,True,0.92,4.12,4.899,True,0.4332613312432307,False,True,True
B167,Dominican Republic→Guatemala 1950-2018,B,Centroamerica,Dominican Republic,Guatemala,gradual,0.3464,0.5035,0.7096,0.0,0.042,0.264,0.4287,0.032,69,1950,2018,True,0.984,0.56,11.136,False,,False,False,True
B168,Costa Rica→Honduras 1920-2018,B,Centroamerica,Costa Rica,Honduras,gradual,0.2782,0.7623,0.8731,0.0,0.0158,0.2473,0.3091,0.23,99,1920,2018,True,0.885,6.04,4.049,True,0.011903682541635369,True,True,True
B169,Panama→Honduras 1920-2018,B,Centroamerica,Panama,Honduras,gradual,0.3313,0.6092,0.7805,0.0,0.0269,0.2785,0.3841,0.083,99,1920,2018,True,0.9585,2.1,6.87,False,,False,False,True
B170,Cuba→Honduras 1920-2018,B,Centroamerica,Cuba,Honduras,gradual,0.0776,0.1608,0.401,0.0,0.018,0.0423,0.1129,0.236,99,1920,2018,True,0.882,6.21,3.994,True,0.33832631766298155,False,True,True
B171,El Salvador→Honduras 1920-2018,B,Centroamerica,El Salvador,Honduras,gradual,0.2464,0.6932,0.8326,0.0,0.0166,0.2138,0.279,0.263,99,1920,2018,True,0.8685,6.97,3.769,True,0.011127726605938273,True,True,True
